Pan_gene_id,Rep_transcript,B73,Tzi8,Ky21,M162W,Ms71,Oh7B,Oh43,M37W,Mo18W,NC350,HP301,Il14H,P39,CML52,CML69,Ki11,CML228,CML247,CML277,CML322,CML333,Ki3,CML103,Tx303,NC358,B97,na_count,class,Subgenome,number_genome_presence
Zm00027ab355750,Zm00027ab355750_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab355750_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab359860,Zm00027ab359860_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab359860_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab360020,Zm00027ab360020_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab360020_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab360220,Zm00027ab360220_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab360220_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab360320,Zm00027ab360320_T004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab360320_T004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab360330,Zm00027ab360330_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab360330_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab361640,Zm00027ab361640_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab361640_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab361700,Zm00027ab361700_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab361700_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab361830,Zm00027ab361830_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab361830_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab361840,Zm00027ab361840_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab361840_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab362060,Zm00027ab362060_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab362060_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab362600,Zm00027ab362600_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab362600_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab362610,Zm00027ab362610_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab362610_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab362620,Zm00027ab362620_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab362620_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab363690,Zm00027ab363690_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab363690_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab366100,Zm00027ab366100_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab366100_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab366630,Zm00027ab366630_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab366630_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab366920,Zm00027ab366920_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab366920_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab367490,Zm00027ab367490_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab367490_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab367500,Zm00027ab367500_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab367500_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab370880,Zm00027ab370880_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab370880_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab370890,Zm00027ab370890_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab370890_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab371610,Zm00027ab371610_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab371610_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab372520,Zm00027ab372520_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab372520_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab373110,Zm00027ab373110_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab373110_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab373920,Zm00027ab373920_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab373920_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab373960,Zm00027ab373960_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab373960_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab373970,Zm00027ab373970_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab373970_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab375570,Zm00027ab375570_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab375570_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab375640,Zm00027ab375640_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab375640_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab377540,Zm00027ab377540_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab377540_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab377850,Zm00027ab377850_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab377850_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab378420,Zm00027ab378420_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab378420_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab378740,Zm00027ab378740_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab378740_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab378750,Zm00027ab378750_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab378750_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab379270,Zm00027ab379270_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab379270_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab382710,Zm00027ab382710_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab382710_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab382720,Zm00027ab382720_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab382720_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab383150,Zm00027ab383150_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab383150_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab384210,Zm00027ab384210_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab384210_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab384220,Zm00027ab384220_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab384220_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab384390,Zm00027ab384390_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab384390_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab384400,Zm00027ab384400_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab384400_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab385600,Zm00027ab385600_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab385600_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab385610,Zm00027ab385610_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab385610_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab385840,Zm00027ab385840_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab385840_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab385850,Zm00027ab385850_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab385850_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab386630,Zm00027ab386630_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab386630_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab386740,Zm00027ab386740_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab386740_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab387210,Zm00027ab387210_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab387210_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab387220,Zm00027ab387220_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab387220_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab387230,Zm00027ab387230_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab387230_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab387330,Zm00027ab387330_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab387330_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab387340,Zm00027ab387340_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab387340_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab387360,Zm00027ab387360_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab387360_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab387370,Zm00027ab387370_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab387370_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab387510,Zm00027ab387510_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab387510_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab387610,Zm00027ab387610_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab387610_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab387640,Zm00027ab387640_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab387640_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab387720,Zm00027ab387720_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab387720_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab387800,Zm00027ab387800_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab387800_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab388060,Zm00027ab388060_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab388060_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab388070,Zm00027ab388070_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab388070_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab388080,Zm00027ab388080_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab388080_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab388090,Zm00027ab388090_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab388090_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab388110,Zm00027ab388110_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab388110_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab388120,Zm00027ab388120_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab388120_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab388330,Zm00027ab388330_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab388330_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab388340,Zm00027ab388340_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab388340_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab389150,Zm00027ab389150_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab389150_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab389170,Zm00027ab389170_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab389170_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab389330,Zm00027ab389330_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab389330_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab389350,Zm00027ab389350_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab389350_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab389400,Zm00027ab389400_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab389400_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab389420,Zm00027ab389420_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab389420_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab389560,Zm00027ab389560_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab389560_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab390600,Zm00027ab390600_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab390600_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab391070,Zm00027ab391070_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab391070_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab391100,Zm00027ab391100_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab391100_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab391390,Zm00027ab391390_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab391390_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab391880,Zm00027ab391880_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab391880_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab392750,Zm00027ab392750_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab392750_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab393050,Zm00027ab393050_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab393050_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab394740,Zm00027ab394740_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab394740_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab394940,Zm00027ab394940_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab394940_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab394950,Zm00027ab394950_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab394950_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab403320,Zm00027ab403320_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab403320_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab403350,Zm00027ab403350_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab403350_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab403360,Zm00027ab403360_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab403360_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab404400,Zm00027ab404400_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab404400_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab404940,Zm00027ab404940_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab404940_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab404950,Zm00027ab404950_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab404950_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab405510,Zm00027ab405510_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab405510_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab405590,Zm00027ab405590_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab405590_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab406110,Zm00027ab406110_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab406110_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab407040,Zm00027ab407040_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab407040_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab408460,Zm00027ab408460_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab408460_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab408480,Zm00027ab408480_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab408480_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab408490,Zm00027ab408490_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab408490_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab408540,Zm00027ab408540_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab408540_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab409150,Zm00027ab409150_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab409150_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab409160,Zm00027ab409160_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab409160_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab409180,Zm00027ab409180_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab409180_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab409650,Zm00027ab409650_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab409650_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab411620,Zm00027ab411620_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab411620_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab412510,Zm00027ab412510_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab412510_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab414060,Zm00027ab414060_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab414060_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab414720,Zm00027ab414720_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab414720_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab414730,Zm00027ab414730_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab414730_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00027ab414820,Zm00027ab414820_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00027ab414820_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
