NAM_line,Chr,Group,Start,End,Array.size..bp.,Repeat.content..bp.,Repeat.Percentage,X100N,Ngap.Percentage,AF013103.1,CentC,CL569186.1,knob180,TR.1,type,structure,Cyto_vis,Cyto_type,Name,Notes
Ki3,chr2,9,212997191,213314550,317359,186853,0.589,NA,0,0,0,0,0.913,0.087,knob180,mixed,YES,mixed,2L,
Tzi8,chr2,7,213085919,213177516,91597,65381,0.714,NA,0,0,0,0,1,0,knob180,single,YES,mixed,2L,
CML52,chr2,6,213450378,213805876,355498,207425,0.583,Y,0,0,0,0,0.922,0.078,knob180,mixed,YES,mixed,2L,
Ki3,chr2,10,213529672,213608633,78961,43161,0.547,NA,0,0,0,0,1,0,knob180,single,YES,mixed,2L,
CML52,chr2,7,213927517,214106341,178824,90818,0.508,NA,0.225,0,0,0,0.955,0.045,knob180,mixed,YES,mixed,2L,
CML277,chr2,6,214047468,214258837,211369,103382,0.489,NA,0,0,0,0,0.843,0.157,knob180,mixed,YES,mixed,2L,
CML277,chr2,7,214479819,214545896,66077,39944,0.605,NA,0,0,0,0,1,0,knob180,single,YES,mixed,2L,
CML333,chr2,6,215268844,216075150,806306,503232,0.624,Y,0.031,0,0,0,0.928,0.072,knob180,mixed,YES,mixed,2L,
B97,chr2,8,216438390,217183570,745180,485769,0.652,NA,0.022,0,0,0,0.958,0.042,knob180,mixed,YES,knob180,2L,
CML103,chr2,6,240811298,240989369,178071,72742,0.408,NA,0,0,0,0.018,0.612,0.37,knob180,mixed,,,,
CML69,chr2,9,240988026,241186694,198668,74634,0.376,NA,0,0,0,0.049,0.583,0.368,knob180,mixed,,,,
M162W,chr2,7,241244503,241418651,174148,84375,0.485,NA,0,0,0,0.026,0.843,0.131,knob180,mixed,,,,
M37W,chr2,5,243233075,243413351,180276,73835,0.41,NA,0,0,0,0.018,0.611,0.371,knob180,mixed,,,,
Ky21,chr2,6,243464163,243644448,180285,73811,0.409,NA,0,0,0,0.018,0.611,0.371,knob180,mixed,,,,
B73,chr2,6,243491337,243675191,183854,76032,0.414,NA,0,0,0,0.046,0.593,0.36,knob180,mixed,,,,
P39,chr2,6,243523815,243710305,186490,77840,0.417,NA,0,0,0,0.068,0.58,0.352,knob180,mixed,,,,
MS71,chr2,7,243528956,243653822,124866,50724,0.406,NA,0,0,0,0,0.701,0.299,knob180,mixed,,,,
CML322,chr2,7,243909101,244091922,182821,75055,0.411,NA,0,0,0,0.034,0.601,0.365,knob180,mixed,,,,
Oh7b,chr2,11,243909958,244100778,190820,74189,0.389,NA,0,0,0,0.044,0.586,0.37,knob180,mixed,,,,
IL14H,chr2,6,243963537,244154994,191457,75873,0.396,NA,0,0,0,0.058,0.598,0.344,knob180,mixed,,,,
HP301,chr2,7,245346716,245519804,173088,71457,0.413,NA,0,0,0,0,0.623,0.377,knob180,mixed,,,,
CML247,chr2,6,245365226,245539942,174716,72752,0.416,NA,0,0,0,0.018,0.612,0.37,knob180,mixed,,,,
NC358,chr2,7,245504010,245684728,180718,74426,0.412,NA,0,0,0,0.04,0.598,0.362,knob180,mixed,,,,
Tzi8,chr2,8,246850436,247028512,178076,72745,0.409,NA,0,0,0,0.018,0.612,0.37,knob180,mixed,,,,
Mo18W,chr2,11,247111522,247291805,180283,73835,0.41,NA,0,0,0,0.018,0.611,0.371,knob180,mixed,,,,
Oh43,chr2,7,247343669,247489925,146256,70099,0.479,NA,0,0,0,0.02,0.634,0.346,knob180,mixed,,,,
CML228,chr2,10,247449467,247598294,148827,71194,0.478,NA,0,0,0,0.034,0.625,0.34,knob180,mixed,,,,
Ki3,chr2,11,247514930,247692201,177271,74428,0.42,NA,0,0,0,0.04,0.598,0.362,knob180,mixed,,,,
CML52,chr2,8,247882984,248063237,180253,66792,0.371,NA,0,0,0,0.02,0.57,0.411,knob180,mixed,,,,
CML333,chr2,7,248974891,249172589,197698,73692,0.373,NA,0,0,0,0.037,0.591,0.372,knob180,mixed,,,,
CML277,chr2,8,250021988,250211273,189285,73834,0.39,NA,0,0,0,0.018,0.611,0.372,knob180,mixed,,,,
Tx303,chr2,7,250134832,250328178,193346,77828,0.403,NA,0,0,0,0.089,0.559,0.352,knob180,mixed,,,,
B97,chr2,9,251701215,251756836,55621,23737,0.427,NA,0,0,0,0.146,0.854,0,knob180,mixed,,,,
Ki11,chr2,8,252207033,252386744,179711,73327,0.408,NA,0,0,0,0.026,0.607,0.367,knob180,mixed,,,,
NC350,chr2,8,254066635,254249743,183108,76749,0.419,NA,0,0,0,0.069,0.58,0.351,knob180,mixed,,,,
Ki3,chr3,1,4,29238,29234,4854,0.166,NA,0,0,0,0.396,0.604,0,knob180,mixed,,,,
CML277,chr3,1,417,11905,11488,1939,0.169,NA,0,0,0,0,1,0,knob180,single,,,,
Ki3,chr3,2,775462,989706,214244,101037,0.472,NA,0,0,0,0,1,0,knob180,single,,,,
Tzi8,chr3,2,796312,1001404,205092,99333,0.484,NA,0,0,0,0,1,0,knob180,single,,,,
CML247,chr3,2,796741,1000041,203300,97517,0.48,NA,0,0,0,0,1,0,knob180,single,,,,
B73,chr3,2,797520,914720,117200,58803,0.502,NA,0,0,0,0,1,0,knob180,single,,,,
Oh7b,chr3,2,798207,1003311,205104,98631,0.481,NA,0,0,0,0,1,0,knob180,single,,,,
Ky21,chr3,2,800186,1005556,205370,99609,0.485,NA,0,0,0,0,1,0,knob180,single,,,,
Ki11,chr3,2,806854,1024526,217672,104505,0.48,NA,0,0,0,0,1,0,knob180,single,,,,
CML277,chr3,2,812326,1017775,205449,99679,0.485,NA,0,0,0,0,1,0,knob180,single,,,,
CML103,chr3,2,815626,1028027,212401,97182,0.458,NA,0,0,0,0,1,0,knob180,single,,,,
Tx303,chr3,2,817908,1030310,212402,97182,0.458,NA,0,0,0,0,1,0,knob180,single,,,,
CML228,chr3,2,818443,1023898,205455,99644,0.485,NA,0,0,0,0,1,0,knob180,single,,,,
CML69,chr3,2,828384,1036776,208392,102660,0.493,NA,0,0,0,0,1,0,knob180,single,,,,
M37W,chr3,2,832188,1034861,202673,96985,0.479,NA,0,0,0,0,1,0,knob180,single,,,,
Mo18W,chr3,2,834903,1049655,214752,97191,0.453,NA,0,0,0,0,1,0,knob180,single,,,,
NC358,chr3,2,835064,1028791,193727,89134,0.46,NA,0,0,0,0,1,0,knob180,single,,,,
M162W,chr3,2,835065,1049817,214752,97191,0.453,NA,0,0,0,0,1,0,knob180,single,,,,
MS71,chr3,2,841282,1043782,202500,96809,0.478,NA,0,0,0,0,1,0,knob180,single,,,,
IL14H,chr3,2,12524787,12586918,62131,7070,0.114,NA,0,0,0,0,0,1,TR-1,single,,,,
HP301,chr3,2,12612381,12674511,62130,7070,0.114,NA,0,0,0,0,0,1,TR-1,single,,,,
B73,chr3,3,12658990,12721106,62116,7070,0.114,NA,0,0,0,0,0,1,TR-1,single,,,,
Ki11,chr3,3,12718597,12780710,62113,7070,0.114,NA,0,0,0,0,0,1,TR-1,single,,,,
P39,chr3,2,12718863,12780974,62111,7070,0.114,NA,0,0,0,0,0,1,TR-1,single,,,,
CML277,chr3,3,12727520,12789645,62125,7070,0.114,NA,0,0,0,0,0,1,TR-1,single,,,,
CML69,chr3,3,12879330,12941461,62131,7070,0.114,NA,0,0,0,0,0,1,TR-1,single,,,,
M162W,chr3,3,12924030,12986141,62111,7070,0.114,NA,0,0,0,0,0,1,TR-1,single,,,,
CML52,chr3,2,12929816,12991943,62127,7070,0.114,NA,0,0,0,0,0,1,TR-1,single,,,,
CML103,chr3,3,12934371,12996503,62132,7070,0.114,NA,0,0,0,0,0,1,TR-1,single,,,,
NC350,chr3,2,12937204,12999301,62097,7070,0.114,NA,0,0,0,0,0,1,TR-1,single,,,,
Oh7b,chr3,3,12939138,13001250,62112,7070,0.114,NA,0,0,0,0,0,1,TR-1,single,,,,
Oh43,chr3,2,13043690,13105786,62096,7070,0.114,NA,0,0,0,0,0,1,TR-1,single,,,,
CML333,chr3,2,13110947,13173059,62112,7070,0.114,NA,0,0,0,0,0,1,TR-1,single,,,,
NC358,chr3,3,13173948,13236077,62129,7070,0.114,NA,0,0,0,0,0,1,TR-1,single,,,,
M37W,chr3,3,13194183,13256305,62122,7070,0.114,NA,0,0,0,0,0,1,TR-1,single,,,,
CML322,chr3,2,13267857,13329979,62122,7058,0.114,NA,0,0,0,0,0,1,TR-1,single,,,,
Tzi8,chr3,3,13363313,13425446,62133,7141,0.115,NA,0,0,0,0,0,1,TR-1,single,,,,
Ky21,chr3,3,13391281,13453394,62113,7070,0.114,NA,0,0,0,0,0,1,TR-1,single,,,,
MS71,chr3,3,13413009,13475124,62115,7070,0.114,NA,0,0,0,0,0,1,TR-1,single,,,,
CML247,chr3,3,13441995,13504105,62110,7070,0.114,NA,0,0,0,0,0,1,TR-1,single,,,,
Mo18W,chr3,3,13640333,13702444,62111,7070,0.114,NA,0,0,0,0,0,1,TR-1,single,,,,
B97,chr3,2,13665096,13727191,62095,7070,0.114,NA,0,0,0,0,0,1,TR-1,single,,,,
Ki3,chr3,3,13816088,13878298,62210,7070,0.114,NA,0,0,0,0,0,1,TR-1,single,,,,
Tx303,chr3,3,14101439,14163546,62107,7070,0.114,NA,0,0,0,0,0,1,TR-1,single,,,,
B97,chr3,5,186255901,189163323,2907422,2171506,0.747,Y,0.056,0,0,0,0.965,0.035,knob180,mixed,YES,knob180,3L,
B97,chr3,6,189267216,189405832,138616,36440,0.263,NA,0,0,0,0,0.705,0.295,knob180,mixed,YES,knob180,3L,
HP301,chr3,5,189584799,189866247,281448,197002,0.7,NA,0,0,0,0,1,0,knob180,single,YES,knob180,3L,
CML103,chr3,6,189662973,189680402,17429,8380,0.481,NA,0,0,0,0,1,0,knob180,single,,,,
MS71,chr3,6,189982971,190357099,374128,272420,0.728,NA,0,0,0,0,1,0,knob180,single,YES,knob180,3L,
HP301,chr3,6,190034413,192175719,2141306,1629085,0.761,Y,0.012,0,0,0,0.946,0.054,knob180,mixed,YES,knob180,3L,
NC350,chr3,5,190160515,194617525,4457010,3462881,0.777,Y,0,0,0,0,0.959,0.041,knob180,mixed,YES,mixed,3L,
CML322,chr3,6,190323689,190341134,17445,8380,0.48,NA,0,0,0,0,1,0,knob180,single,,,,
MS71,chr3,7,190530393,191463844,933451,712211,0.763,Y,0,0,0,0,0.982,0.018,knob180,mixed,YES,knob180,3L,
CML247,chr3,6,191211695,191265156,53461,35860,0.671,NA,0,0,0,0,1,0,knob180,single,YES,mixed,3L,
Mo18W,chr3,6,191406204,191780168,373964,262766,0.703,NA,0,0,0,0,1,0,knob180,single,YES,mixed,3L,
MS71,chr3,8,191577778,192390352,812574,565967,0.697,NA,0.005,0,0,0,0.885,0.115,knob180,mixed,YES,knob180,3L,
CML247,chr3,7,191843210,192065211,222001,129914,0.585,Y,0,0,0,0,1,0,knob180,single,YES,mixed,3L,
Mo18W,chr3,7,191930619,192621926,691307,536023,0.775,Y,0,0,0,0,0.976,0.024,knob180,mixed,YES,mixed,3L,
CML277,chr3,6,192050552,192187914,137362,71509,0.521,Y,0.001,0,0,0,1,0,knob180,single,YES,mixed,3L,
CML333,chr3,5,192358172,193129332,771160,498652,0.647,Y,0,0,0,0,0.909,0.091,knob180,mixed,YES,knob180,3L,
CML277,chr3,7,192447992,192560296,112304,78232,0.697,NA,0,0,0,0,0.868,0.132,knob180,mixed,YES,mixed,3L,
M37W,chr3,6,192619570,193229744,610174,410581,0.673,Y,0,0,0,0,0.965,0.035,knob180,mixed,YES,knob180,3L,
CML247,chr3,8,192707764,192938110,230346,109726,0.476,NA,0,0,0,0,0.902,0.098,knob180,mixed,YES,mixed,3L,
Mo18W,chr3,8,192737671,193490188,752517,508462,0.676,NA,0.058,0,0,0,0.872,0.128,knob180,mixed,YES,mixed,3L,
CML277,chr3,8,192893838,193091267,197429,99354,0.503,NA,0,0,0,0,0.892,0.108,knob180,mixed,YES,mixed,3L,
Oh43,chr3,5,215426236,215441359,15123,15041,0.995,NA,0,0,0,0,1,0,knob180,single,,,,
P39,chr3,5,215756769,215769926,13157,13091,0.995,NA,0,0,0,0,1,0,knob180,single,,,,
Tzi8,chr3,6,216932703,216945859,13156,13091,0.995,NA,0,0,0,0,1,0,knob180,single,,,,
CML322,chr3,7,217465384,217476054,10670,10631,0.996,NA,0,0,0,0,1,0,knob180,single,,,,
Ki11,chr3,6,218251568,218264726,13158,13102,0.996,NA,0,0,0,0,1,0,knob180,single,,,,
Oh7b,chr3,6,218432996,218446152,13156,13091,0.995,NA,0,0,0,0,1,0,knob180,single,,,,
CML333,chr3,6,219074029,219087186,13157,13098,0.996,NA,0,0,0,0,1,0,knob180,single,,,,
M37W,chr3,7,220666831,220685957,19126,7165,0.375,NA,0,0,0,0,1,0,knob180,single,,,,
CML247,chr3,9,220682199,220695357,13158,13098,0.995,NA,0,0,0,0,1,0,knob180,single,,,,
NC350,chr3,6,220939790,220952944,13154,13084,0.995,NA,0,0,0,0,1,0,knob180,single,,,,
Ki3,chr3,6,222008842,222021999,13157,13102,0.996,NA,0,0,0,0,1,0,knob180,single,,,,
NC350,chr3,7,231421394,231494999,73605,57305,0.779,NA,0,0,0,0,0,1,TR-1,single,,,,
IL14H,chr3,5,238190311,238225557,35246,6305,0.179,NA,0,0,0,0.467,0.533,0,knob180,mixed,,,,
CML69,chr3,6,239321926,239364705,42779,6084,0.142,NA,0,0,0,0.448,0.552,0,knob180,mixed,,,,
CML322,chr3,8,240066972,240124679,57707,13111,0.227,NA,0,0,0,0.46,0.54,0,knob180,mixed,,,,
HP301,chr3,7,240294834,240329036,34202,6357,0.186,NA,0,0,0,0.475,0.525,0,knob180,mixed,,,,
CML228,chr3,6,240493521,240549764,56243,11672,0.208,NA,0,0,0,0.394,0.606,0,knob180,mixed,,,,
Ki11,chr3,7,240537586,240574521,36935,6426,0.174,NA,0,0,0,0.477,0.523,0,knob180,mixed,,,,
CML103,chr3,7,240773378,240809492,36114,5528,0.153,NA,0,0,0,0.392,0.608,0,knob180,mixed,,,,
CML277,chr3,9,242030907,242088420,57513,12948,0.225,NA,0,0,0,0.454,0.546,0,knob180,mixed,,,,
M37W,chr3,8,242591652,242625532,33880,6088,0.18,NA,0,0,0,0.452,0.548,0,knob180,mixed,,,,
CML52,chr3,5,242696647,242732109,35462,6488,0.183,NA,0,0,0,0.486,0.514,0,knob180,mixed,,,,
CML247,chr3,10,242971367,243029422,58055,13469,0.232,NA,0,0,0,0.475,0.525,0,knob180,mixed,,,,
Ki3,chr3,7,244084600,244140945,56345,11766,0.209,NA,0,0,0,0.399,0.601,0,knob180,mixed,,,,
Oh7b,chr4,1,1,252203,252202,66377,0.263,NA,0,0,0,0.295,0.705,0,knob180,mixed,,,,
CML52,chr4,4,159375516,159398297,22781,2899,0.127,NA,0,0,0,0,0,1,TR-1,single,,,,
NC350,chr4,4,161183530,161203294,19764,2860,0.145,NA,0,0,0,0,0,1,TR-1,single,,,,
CML333,chr4,4,161221649,161241414,19765,2860,0.145,NA,0,0,0,0,0,1,TR-1,single,,,,
CML277,chr4,4,161705581,161728349,22768,2929,0.129,NA,0,0,0,0,0,1,TR-1,single,,,,
HP301,chr4,4,162035593,162055359,19766,2860,0.145,NA,0,0,0,0,0,1,TR-1,single,,,,
Ki3,chr4,4,163629599,163649365,19766,2860,0.145,NA,0,0,0,0,0,1,TR-1,single,,,,
NC358,chr4,4,164251972,164271737,19765,2860,0.145,NA,0,0,0,0,0,1,TR-1,single,,,,
CML228,chr4,4,164445377,164468139,22762,2900,0.127,NA,0,0,0,0,0,1,TR-1,single,,,,
Oh43,chr4,4,164504061,164526846,22785,2930,0.129,NA,0,0,0,0,0,1,TR-1,single,,,,
CML247,chr4,4,164919392,164939156,19764,2860,0.145,NA,0,0,0,0,0,1,TR-1,single,,,,
CML322,chr4,4,165985706,166008481,22775,2930,0.129,NA,0,0,0,0,0,1,TR-1,single,,,,
Mo18W,chr4,4,170511492,170840358,328866,82265,0.25,NA,0,0,0,0,0.903,0.097,knob180,mixed,,,,
CML52,chr4,5,170843746,171230750,387004,85402,0.221,NA,0,0,0,0,0.905,0.095,knob180,mixed,,,,
CML103,chr4,4,171528753,171848946,320193,83517,0.261,NA,0,0,0,0,0.904,0.096,knob180,mixed,,,,
B73,chr4,4,172561763,172882507,320744,83654,0.261,NA,0,0,0,0,0.904,0.096,knob180,mixed,,,,
CML228,chr4,5,172868848,172901599,32751,25301,0.773,NA,0,0,0,0,1,0,knob180,single,,,,
NC350,chr4,5,173160483,173481265,320782,83649,0.261,NA,0,0,0,0,0.904,0.096,knob180,mixed,,,,
Oh7b,chr4,4,173210402,173486317,275915,80067,0.29,NA,0,0,0,0,0.9,0.1,knob180,mixed,,,,
P39,chr4,4,173235584,173556829,321245,83666,0.26,NA,0,0,0,0,0.904,0.096,knob180,mixed,,,,
MS71,chr4,4,173380099,173702140,322041,87002,0.27,NA,0,0,0,0,0.908,0.092,knob180,mixed,,,,
Tx303,chr4,4,173429059,173757935,328876,82265,0.25,NA,0,0,0,0,0.903,0.097,knob180,mixed,,,,
M37W,chr4,5,173447542,173854093,406551,86421,0.213,NA,0,0,0,0,0.906,0.094,knob180,mixed,,,,
Ki11,chr4,5,173668274,174002538,334264,84880,0.254,NA,0,0,0,0,0.906,0.094,knob180,mixed,,,,
IL14H,chr4,4,173719223,174050634,331411,83659,0.252,NA,0,0,0,0,0.904,0.096,knob180,mixed,,,,
CML277,chr4,5,173881013,174202250,321237,83633,0.26,NA,0,0,0,0,0.904,0.096,knob180,mixed,,,,
CML333,chr4,5,174631444,174960334,328890,82265,0.25,NA,0,0,0,0,0.903,0.097,knob180,mixed,,,,
HP301,chr4,5,174839201,175238805,399604,86455,0.216,NA,0,0,0,0,0.906,0.094,knob180,mixed,,,,
Ky21,chr4,4,175229321,175549830,320509,83624,0.261,NA,0,0,0,0,0.904,0.096,knob180,mixed,,,,
Ki3,chr4,5,175478109,175875653,397544,86474,0.218,NA,0,0,0,0,0.906,0.094,knob180,mixed,,,,
CML247,chr4,5,175642155,175952508,310353,83650,0.27,NA,0,0,0,0,0.904,0.096,knob180,mixed,,,,
NC358,chr4,5,175973121,176303338,330217,83650,0.253,NA,0,0,0,0,0.904,0.096,knob180,mixed,,,,
B97,chr4,4,175978229,176299518,321289,83660,0.26,NA,0,0,0,0,0.904,0.096,knob180,mixed,,,,
M162W,chr4,4,176078490,176399239,320749,83654,0.261,NA,0,0,0,0,0.904,0.096,knob180,mixed,,,,
CML69,chr4,5,176091882,176432736,340854,83656,0.245,NA,0,0,0,0,0.904,0.096,knob180,mixed,,,,
Oh43,chr4,5,176305251,176626867,321616,83376,0.259,NA,0,0,0,0,0.904,0.096,knob180,mixed,,,,
Tzi8,chr4,4,176473221,176796472,323251,86087,0.266,NA,0,0,0,0,0.907,0.093,knob180,mixed,,,,
CML228,chr4,6,176746884,177071087,324203,86448,0.267,NA,0,0,0,0,0.907,0.093,knob180,mixed,,,,
CML322,chr4,5,177664916,178061315,396399,86469,0.218,NA,0,0,0,0,0.906,0.094,knob180,mixed,,,,
Mo18W,chr4,5,182065354,182522705,457351,151793,0.332,NA,0,0,0,0,0.781,0.219,knob180,mixed,,,,
CML103,chr4,5,183141802,183490966,349164,145222,0.416,NA,0,0,0,0,0.761,0.239,knob180,mixed,,,,
CML52,chr4,6,183586899,183959373,372474,174378,0.468,NA,0,0,0,0,0.848,0.152,knob180,mixed,,,,
B73,chr4,5,184149258,184525209,375951,172943,0.46,NA,0,0,0,0,0.847,0.153,knob180,mixed,,,,
Tx303,chr4,5,184628887,185018573,389686,173271,0.445,NA,0,0,0,0,0.854,0.146,knob180,mixed,,,,
P39,chr4,5,184769375,185125959,356584,162153,0.455,NA,0,0,0,0,0.858,0.142,knob180,mixed,,,,
NC350,chr4,6,184838270,185200923,362653,149221,0.411,NA,0,0,0,0,0.767,0.233,knob180,mixed,,,,
Oh7b,chr4,5,184998330,185366222,367892,174374,0.474,NA,0,0,0,0,0.848,0.152,knob180,mixed,,,,
M37W,chr4,6,185468976,185837022,368046,174512,0.474,NA,0,0,0,0,0.849,0.151,knob180,mixed,,,,
Ki11,chr4,6,185482657,185818648,335991,155380,0.462,NA,0,0,0,0,0.83,0.17,knob180,mixed,,,,
CML277,chr4,6,185560727,185927945,367218,144923,0.395,NA,0,0,0,0,0.761,0.239,knob180,mixed,,,,
MS71,chr4,5,185864050,186220673,356623,162230,0.455,NA,0,0,0,0,0.859,0.141,knob180,mixed,,,,
CML333,chr4,6,185961329,186339255,377926,178254,0.472,NA,0,0,0,0,0.852,0.148,knob180,mixed,,,,
IL14H,chr4,5,186133513,186509462,375949,172943,0.46,NA,0,0,0,0,0.847,0.153,knob180,mixed,,,,
Mo18W,chr4,6,186259128,186321447,62319,6253,0.1,NA,0,0,0,0,1,0,knob180,single,,,,
HP301,chr4,6,186465914,186841863,375949,172943,0.46,NA,0,0,0,0,0.847,0.153,knob180,mixed,,,,
Mo18W,chr4,7,186907802,186927820,20018,9091,0.454,NA,0,0,0,0,1,0,knob180,single,,,,
Ky21,chr4,5,186945973,187314018,368045,174510,0.474,NA,0,0,0,0,0.849,0.151,knob180,mixed,,,,
CML247,chr4,6,187112737,187466794,354057,174408,0.493,NA,0,0,0,0,0.849,0.151,knob180,mixed,,,,
Ki3,chr4,6,187179387,187556194,376807,174238,0.462,NA,0,0,0,0,0.848,0.152,knob180,mixed,,,,
NC358,chr4,6,187565181,187933211,368030,174495,0.474,NA,0,0,0,0,0.849,0.151,knob180,mixed,,,,
CML69,chr4,6,187587167,187959589,372422,178711,0.48,NA,0,0,0,0,0.852,0.148,knob180,mixed,,,,
M162W,chr4,5,187704639,188085542,380903,173822,0.456,NA,0,0,0,0,0.852,0.148,knob180,mixed,,,,
CML103,chr4,7,187838588,187858606,20018,9090,0.454,NA,0,0,0,0,1,0,knob180,single,,,,
Oh43,chr4,6,187890367,188266316,375949,172943,0.46,NA,0,0,0,0,0.847,0.153,knob180,mixed,,,,
B97,chr4,5,188120490,188488380,367890,174373,0.474,NA,0,0,0,0,0.848,0.152,knob180,mixed,,,,
CML52,chr4,7,188126890,188189146,62256,6269,0.101,NA,0,0,0,0,1,0,knob180,single,,,,
CML228,chr4,7,188429613,188799803,370190,176612,0.477,NA,0,0,0,0,0.85,0.15,knob180,mixed,,,,
NC350,chr4,7,188604155,188666789,62634,6309,0.101,NA,0,0,0,0,1,0,knob180,single,,,,
B73,chr4,7,188626762,188640833,14071,4306,0.306,NA,0,0,0,0,1,0,knob180,single,,,,
CML52,chr4,8,188637241,188657254,20013,9089,0.454,NA,0,0,0,0,1,0,knob180,single,,,,
Tx303,chr4,6,188656509,188719193,62684,6308,0.101,NA,0,0,0,0,1,0,knob180,single,,,,
Tzi8,chr4,5,188679785,189028949,349164,145222,0.416,NA,0,0,0,0,0.761,0.239,knob180,mixed,,,,
P39,chr4,6,188714055,188754687,40632,6250,0.154,NA,0,0,0,0,1,0,knob180,single,,,,
Oh7b,chr4,6,188777283,188817913,40630,6249,0.154,NA,0,0,0,0,1,0,knob180,single,,,,
NC350,chr4,8,189154340,189174366,20026,9098,0.454,NA,0,0,0,0,1,0,knob180,single,,,,
P39,chr4,7,189194428,189232153,37725,9094,0.241,NA,0,0,0,0,1,0,knob180,single,,,,
Tx303,chr4,7,189228471,189248486,20015,9091,0.454,NA,0,0,0,0,1,0,knob180,single,,,,
Oh7b,chr4,7,189280238,189310845,30607,9095,0.297,NA,0,0,0,0,1,0,knob180,single,,,,
CML277,chr4,7,189287341,189349655,62314,6268,0.101,NA,0,0,0,0,1,0,knob180,single,,,,
Ki11,chr4,7,189391607,189420892,29285,6229,0.213,NA,0,0,0,0,1,0,knob180,single,,,,
M37W,chr4,7,189448405,189497704,49299,6359,0.129,NA,0,0,0,0,1,0,knob180,single,,,,
MS71,chr4,6,189698823,189748127,49304,6361,0.129,NA,0,0,0,0,1,0,knob180,single,,,,
CML322,chr4,6,189839859,190202567,362708,149238,0.411,NA,0,0,0,0,0.767,0.233,knob180,mixed,,,,
CML277,chr4,8,189879935,189899949,20014,9086,0.454,NA,0,0,0,0,1,0,knob180,single,,,,
CML333,chr4,7,189895909,189958550,62641,6309,0.101,NA,0,0,0,0,1,0,knob180,single,,,,
Ki11,chr4,8,189984536,190028765,44229,9055,0.205,NA,0,0,0,0,1,0,knob180,single,,,,
M37W,chr4,8,190029446,190049460,20014,9088,0.454,NA,0,0,0,0,1,0,knob180,single,,,,
HP301,chr4,7,190117037,190166337,49300,6359,0.129,NA,0,0,0,0,1,0,knob180,single,,,,
MS71,chr4,7,190212284,190232302,20018,9093,0.454,NA,0,0,0,0,1,0,knob180,single,,,,
IL14H,chr4,7,190320758,190340772,20014,9070,0.453,NA,0,0,0,0,1,0,knob180,single,,,,
CML333,chr4,8,190513700,190533715,20015,9091,0.454,NA,0,0,0,0,1,0,knob180,single,,,,
HP301,chr4,8,190735105,190772828,37723,9094,0.241,NA,0,0,0,0,1,0,knob180,single,,,,
CML247,chr4,7,190933254,190995940,62686,6308,0.101,NA,0,0,0,0,1,0,knob180,single,,,,
Ki3,chr4,7,191277596,191326905,49309,6361,0.129,NA,0,0,0,0,1,0,knob180,single,,,,
Ky21,chr4,7,191299557,191330171,30614,9094,0.297,NA,0,0,0,0,1,0,knob180,single,,,,
CML247,chr4,8,191408535,191428556,20021,9090,0.454,NA,0,0,0,0,1,0,knob180,single,,,,
CML69,chr4,7,191656714,191718979,62265,6269,0.101,NA,0,0,0,0,1,0,knob180,single,,,,
Oh43,chr4,7,191731148,191760431,29283,6211,0.212,NA,0,0,0,0,1,0,knob180,single,,,,
Ki3,chr4,8,191834776,191854800,20024,9099,0.454,NA,0,0,0,0,1,0,knob180,single,,,,
B97,chr4,6,191899527,191940157,40630,6249,0.154,NA,0,0,0,0,1,0,knob180,single,,,,
CML228,chr4,8,192229634,192287883,58249,6361,0.109,NA,0,0,0,0,1,0,knob180,single,,,,
CML69,chr4,8,192249301,192269315,20014,9086,0.454,NA,0,0,0,0,1,0,knob180,single,,,,
Oh43,chr4,8,192260062,192280075,20013,9091,0.454,NA,0,0,0,0,1,0,knob180,single,,,,
M162W,chr4,7,192276406,192314136,37730,9094,0.241,NA,0,0,0,0,1,0,knob180,single,,,,
NC358,chr4,8,192333824,192353836,20012,9086,0.454,NA,0,0,0,0,1,0,knob180,single,,,,
B97,chr4,7,192402566,192433173,30607,9095,0.297,NA,0,0,0,0,1,0,knob180,single,,,,
Tzi8,chr4,6,192572715,192602000,29285,6229,0.213,NA,0,0,0,0,1,0,knob180,single,,,,
CML228,chr4,9,192760429,192780443,20014,9091,0.454,NA,0,0,0,0,1,0,knob180,single,,,,
Tzi8,chr4,7,193170148,193230788,60640,8929,0.147,NA,0,0,0,0,1,0,knob180,single,,,,
CML322,chr4,7,193686316,193748626,62310,6268,0.101,NA,0,0,0,0,1,0,knob180,single,,,,
CML322,chr4,8,194278859,194298873,20014,9086,0.454,NA,0,0,0,0,1,0,knob180,single,,,,
Mo18W,chr4,8,197047790,197108264,60474,28469,0.471,NA,0,0,0,0,1,0,knob180,single,,,,
CML103,chr4,9,198254166,198314636,60470,28487,0.471,NA,0,0,0,0,1,0,knob180,single,,,,
CML52,chr4,9,198673629,198772690,99061,39445,0.398,NA,0,0,0,0,0.759,0.241,knob180,mixed,,,,
Oh7b,chr4,8,199357396,199417866,60470,28487,0.471,NA,0,0,0,0,1,0,knob180,single,,,,
P39,chr4,8,199396562,199470736,74174,39044,0.526,NA,0,0,0,0,0.767,0.233,knob180,mixed,,,,
NC350,chr4,9,199439335,199520654,81319,39607,0.487,NA,0,0,0,0,0.757,0.243,knob180,mixed,,,,
Ki11,chr4,9,199781052,199841525,60473,28485,0.471,NA,0,0,0,0,1,0,knob180,single,,,,
