"","Query_gene","B73","Tzi8","Ky21","M162W","Ms71","Oh7B","Oh43","M37W","Mo18W","NC350","HP301","Il14H","P39","CML52","CML69","Ki11","CML228","CML247","CML277","CML322","CML333","Ki3","CML103","Tx303","NC358","B97","occurance_genome","Min_copy","Max_copy","spread"
"9326","Zm00001eb427590_T003",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,26,1,2,1
"9327","Zm00032ab452850_T001",0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,2,11,0,2,2
"9328","Zm00042ab455360_T001",0,2,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,6,0,2,2
"9329","Zm00033ab002950_T001",0,0,0,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2
"9330","Zm00039ab006620_T001",0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,3,3
"9331","Zm00035ab007200_T001",0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2
"9332","Zm00026ab007690_T001",1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,3,3
"9333","Zm00042ab015460_T001",0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,2,2
"9334","Zm00027ab017740_T001",0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,6,0,2,2
"9335","Zm00034ab019100_T001",0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
"9336","Zm00001eb018420_T001",1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,26,1,2,1
"9337","Zm00032ab021420_T001",0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,5,0,2,2
"9338","Zm00001eb023300_T001",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
"9339","Zm00042ab024960_T001",0,1,0,0,0,0,0,2,0,0,1,2,0,0,0,1,0,0,1,2,0,1,1,0,0,0,9,0,2,2
"9340","Zm00042ab027010_T001",0,2,0,0,0,0,1,0,2,0,2,0,0,0,0,0,2,0,1,2,0,0,2,0,0,1,9,0,2,2
"9341","Zm00033ab037580_T001",0,0,0,2,0,0,2,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,2,0,0,0,7,0,2,2
"9342","Zm00041ab039240_T001",5,3,3,6,5,4,3,5,6,5,4,5,5,5,6,5,5,4,4,5,3,3,5,4,5,4,26,3,6,3
"9343","Zm00036ab044290_T001",0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,2,0,0,1,1,0,0,2,2,8,0,2,2
"9344","Zm00023ab052350_T001",1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,3,2,1,3,2,1,1,1,1,26,1,3,2
"9345","Zm00001eb054310_T001",1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2
"9346","Zm00042ab059090_T001",0,1,0,0,0,0,0,0,0,2,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,9,0,2,2
"9347","Zm00001eb057800_T001",7,5,6,8,5,7,4,4,7,4,7,4,4,5,8,5,5,4,4,5,5,5,6,4,6,6,26,4,8,4
"9348","Zm00032ab065550_T001",2,2,1,1,3,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,0,2,2,1,25,0,3,3
"9349","Zm00042ab071440_T001",0,1,1,0,0,2,2,0,1,1,1,0,0,2,1,0,1,0,1,0,0,1,3,0,1,0,14,0,3,3
"9350","Zm00035ab078690_T001",0,0,0,0,3,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,3,3
"9351","Zm00032ab083590_T001",0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2
"9352","Zm00001eb086480_T001",1,2,1,0,1,0,0,1,1,2,2,0,0,1,0,1,0,2,0,2,1,0,0,0,2,1,15,0,2,2
"9353","Zm00042ab087830_T001",0,3,3,0,3,0,0,3,1,3,3,0,0,1,0,1,0,2,0,0,0,0,0,0,1,3,12,0,3,3
"9354","Zm00036ab094370_T001",0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,2,2
"9355","Zm00001eb092030_T001",4,2,3,0,0,0,0,1,0,1,3,0,0,1,0,3,0,2,0,0,2,2,0,0,0,2,12,0,4,4
"9356","Zm00031ab098160_T001",1,1,2,2,1,2,2,2,3,1,2,1,2,2,1,1,1,1,1,1,3,3,4,1,3,2,26,1,4,3
"9357","Zm00036ab097780_T001",0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,6,0,2,2
"9358","Zm00034ab103420_T001",0,0,0,0,0,0,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3
"9359","Zm00038ab100850_T001",0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,2,2
"9360","Zm00034ab123830_T001",0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
"9361","Zm00031ab123640_T001",5,3,5,4,5,4,4,4,3,4,4,5,4,3,4,4,4,4,5,4,5,3,4,7,4,6,26,3,7,4
"9362","Zm00036ab126620_T001",0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,2,0,2,1,0,2,2,0,8,0,2,2
"9363","Zm00039ab124650_T001",0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3
"9364","Zm00039ab126970_T001",0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,2
"9365","Zm00042ab137890_T001",0,2,0,0,0,0,0,0,0,2,1,0,0,0,2,1,1,0,0,2,0,2,0,0,2,0,9,0,2,2
"9366","Zm00038ab140130_T001",0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,2,0,0,9,0,2,2
"9367","Zm00001eb155690_T001",7,10,7,9,10,8,7,7,10,9,10,7,9,9,8,8,7,8,10,9,7,8,9,7,10,8,26,7,10,3
"9368","Zm00001eb163400_T001",1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,26,1,2,1
"9369","Zm00001eb165310_T003",3,1,3,1,2,1,5,1,1,1,3,1,3,2,1,1,1,1,1,1,1,1,2,1,2,1,26,1,5,4
"9370","Zm00001eb166460_T001",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,26,1,3,2
"9371","Zm00033ab176370_T001",0,0,0,2,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,9,0,2,2
"9372","Zm00042ab177230_T001",0,1,1,0,1,0,0,1,0,1,2,0,0,1,1,1,1,0,0,1,1,2,2,0,1,1,16,0,2,2
"9373","Zm00042ab180720_T001",0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2,0,1,0,0,1,0,9,0,2,2
"9374","Zm00042ab186170_T001",0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,2,2
"9375","Zm00001eb179990_T001",2,2,2,1,1,2,2,1,1,2,1,1,1,2,1,1,0,3,1,0,1,0,2,1,1,2,23,0,3,3
"9376","Zm00001eb183840_T001",2,2,2,0,0,1,2,1,2,1,1,1,1,0,0,0,0,1,1,1,1,0,0,2,2,2,18,0,2,2
"9377","Zm00023ab189270_T001",0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,2,0,1,0,0,0,1,0,0,8,0,2,2
"9378","Zm00001eb186500_T001",3,0,2,3,0,2,3,2,3,3,1,3,3,2,2,3,3,3,2,3,3,3,2,2,3,3,24,0,3,3
"9379","Zm00001eb192180_T001",1,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2,2
"9380","Zm00001eb192720_T001",1,1,2,1,1,1,1,1,3,2,3,4,2,1,2,1,1,2,2,1,2,1,1,1,2,1,26,1,4,3
"9381","Zm00042ab201960_T001",0,3,0,0,1,0,1,0,2,1,1,1,1,1,1,1,0,1,2,2,0,1,1,0,1,0,17,0,3,3
"9382","Zm00001eb197100_T001",1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,0,0,0,1,9,0,2,2
"9383","Zm00031ab205860_T001",0,0,2,0,0,0,0,0,0,0,1,0,1,0,2,1,1,0,2,0,2,0,0,0,1,1,10,0,2,2
"9384","Zm00001eb212920_T001",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,2
"9385","Zm00001eb215830_T002",1,0,0,2,1,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,0,1,1,0,10,0,3,3
"9386","Zm00001eb216730_T001",2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,2,2
"9387","Zm00031ab230700_T001",0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,2
"9388","Zm00001eb221750_T001",2,1,1,1,2,1,1,2,1,1,2,2,2,2,1,2,2,1,2,2,1,1,1,2,1,2,26,1,2,1
"9389","Zm00001eb222070_T001",7,5,7,6,4,6,8,4,7,7,8,6,6,7,7,7,9,8,7,10,5,8,5,7,6,9,26,4,10,6
"9390","Zm00001eb226010_T001",3,3,3,2,3,2,3,2,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3,2,2,26,2,3,1
"9391","Zm00001eb236960_T001",1,0,1,1,1,1,1,1,1,0,2,0,1,1,0,0,0,1,2,1,1,1,1,1,1,0,19,0,2,2
"9392","Zm00039ab245420_T001",6,5,6,4,7,6,5,6,4,2,5,5,7,3,5,5,5,6,6,5,5,5,4,5,5,7,26,2,7,5
"9393","Zm00034ab259820_T001",0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2
"9394","Zm00042ab255420_T001",0,1,2,1,0,0,0,0,0,1,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,0,9,0,2,2
"9395","Zm00038ab250230_T001",1,2,2,2,2,3,2,1,2,2,2,3,3,2,2,2,3,2,1,3,1,2,1,1,1,3,26,1,3,2
"9396","Zm00018ab256480_T001",0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,3,3
"9397","Zm00038ab255140_T001",0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2
"9398","Zm00039ab259870_T001",0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,2,2
"9399","Zm00036ab262840_T001",3,4,3,6,5,4,3,3,2,8,4,4,5,3,4,3,4,5,3,8,8,5,4,5,3,4,26,2,8,6
"9400","Zm00032ab265750_T001",0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,1,0,0,1,1,5,1,0,2,0,9,0,5,5
"9401","Zm00031ab268010_T001",0,0,1,0,0,1,1,0,2,1,1,2,2,0,2,0,0,0,0,0,0,0,0,1,1,0,11,0,2,2
"9402","Zm00033ab272980_T001",0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2
"9403","Zm00001eb262790_T001",2,2,1,3,0,2,0,2,2,3,1,0,0,3,2,0,3,3,3,2,3,3,2,0,2,2,20,0,3,3
"9404","Zm00001eb265780_T001",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,2,2
"9405","Zm00001eb269750_T001",1,1,2,2,0,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,25,0,2,2
"9406","Zm00001eb277500_T001",2,1,0,0,0,0,2,0,0,0,1,0,0,1,1,1,1,1,1,0,2,1,0,1,1,0,14,0,2,2
"9407","Zm00001eb280330_T001",5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,26,1,5,4
"9408","Zm00042ab294200_T001",0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,2,0,2,1,10,0,2,2
"9409","Zm00001eb303450_T001",4,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,3,0,3,0,0,3,0,0,6,0,4,4
"9410","Zm00033ab321620_T001",0,0,0,1,0,0,2,0,0,0,1,1,1,0,0,2,2,2,0,0,0,1,1,0,0,0,10,0,2,2
"9411","Zm00001eb304640_T001",1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,2,0,14,0,2,2
"9412","Zm00040ab324170_T001",1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,26,1,2,1
"9413","Zm00001eb305040_T001",2,0,0,1,1,1,0,1,0,1,2,1,1,0,0,1,1,1,0,1,0,2,0,0,0,1,15,0,2,2
"9414","Zm00042ab319150_T001",0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,6,0,2,2
"9415","Zm00001eb306130_T002",1,1,2,1,2,3,1,2,2,1,2,1,1,1,1,2,2,3,1,1,2,3,1,3,2,2,26,1,3,2
"9416","Zm00032ab330810_T001",0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,2,2
"9417","Zm00035ab333660_T001",0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,2,1,0,0,0,0,10,0,2,2
"9418","Zm00034ab349390_T001",1,0,1,1,0,1,0,2,2,0,1,2,2,0,2,1,0,1,1,2,2,2,1,0,0,2,18,0,2,2
"9419","Zm00033ab348650_T001",0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2
"9420","Zm00042ab347690_T001",1,6,5,2,2,3,2,4,4,4,5,1,1,4,4,4,3,1,4,3,1,3,2,4,3,1,26,1,6,5
"9421","Zm00033ab352700_T001",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,0,2,2
"9422","Zm00029ab350330_T001",0,2,2,1,1,2,2,2,2,3,4,1,2,4,1,2,1,2,1,2,1,4,3,1,2,1,25,0,4,4
"9423","Zm00039ab355200_T001",0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,2
"9424","Zm00039ab355220_T001",0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,3
"9425","Zm00039ab356650_T001",0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,2,2
"9426","Zm00042ab365860_T001",0,2,2,2,2,1,0,0,2,1,1,0,0,0,2,1,1,2,1,0,1,2,2,0,0,1,17,0,2,2
"9427","Zm00001eb350010_T001",2,0,1,2,0,1,2,0,0,0,2,1,1,1,1,2,0,2,2,1,2,2,1,0,2,0,18,0,2,2
"9428","Zm00035ab364910_T001",0,0,1,0,1,0,2,1,2,0,1,1,1,1,1,0,1,0,0,0,2,0,0,1,2,1,15,0,2,2
"9429","Zm00001eb353620_T001",3,2,1,2,2,2,2,1,2,1,2,3,2,2,1,2,3,1,2,2,2,3,2,3,2,3,26,1,3,2
"9430","Zm00001eb354640_T001",1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"9431","Zm00031ab378090_T001",0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,5,0,2,2
"9432","Zm00032ab379990_T001",0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
"9433","Zm00038ab374220_T001",0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,2,2
"9434","Zm00031ab381330_T001",0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
"9435","Zm00001eb372600_T001",1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,2,2,1,1,1,1,1,1,26,1,3,2
"9436","Zm00031ab393740_T001",0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2
"9437","Zm00001eb382300_T001",1,0,2,1,0,2,1,1,1,0,1,1,1,0,0,0,2,0,0,1,0,0,1,1,0,0,14,0,2,2
"9438","Zm00001eb384060_T001",1,0,0,0,0,2,1,0,2,0,2,0,1,0,2,2,0,0,0,0,1,2,0,0,0,0,10,0,2,2
"9439","Zm00001eb384510_T001",2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2
"9440","Zm00001eb385370_T001",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
"9441","Zm00033ab410970_T001",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,2,2
"9442","Zm00001eb395860_T001",1,0,0,0,0,0,2,0,0,0,1,2,2,0,0,0,0,2,0,1,0,0,0,1,2,0,9,0,2,2
"9443","Zm00001eb396850_T001",2,4,1,2,1,1,2,4,4,0,1,3,4,0,4,0,2,2,0,0,2,3,0,0,0,0,17,0,4,4
"9444","Zm00039ab405320_T001",0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,2
"9445","Zm00001eb400700_T002",2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,2,2
"9446","Zm00042ab419340_T001",0,2,0,0,1,1,2,3,2,0,1,1,0,0,1,1,0,0,0,1,2,2,1,1,0,0,15,0,3,3
"9447","Zm00039ab411200_T001",0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,2
"9448","Zm00033ab426700_T001",1,0,1,2,0,2,0,1,0,0,1,0,1,0,0,2,0,0,1,0,0,0,1,1,0,1,12,0,2,2
"9449","Zm00035ab418580_T001",0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,2,2
"9450","Zm00001eb404410_T001",2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,3,1,3,26,1,3,2
"9451","Zm00001eb410260_T001",1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,25,0,2,2
"9452","Zm00039ab419040_T001",0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3
"9453","Zm00042ab429900_T001",0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,2,2
"9454","Zm00001eb416660_T001",1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,26,1,2,1
"9455","Zm00001eb420900_T001",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,5,0,2,2
"9456","Zm00036ab435940_T001",0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,7,0,3,3
"9457","Zm00001eb424040_T001",2,2,2,0,1,0,1,1,1,0,2,0,0,0,0,1,0,2,0,1,1,1,0,2,1,1,16,0,2,2
"9458","Zm00033ab449200_T001",0,2,0,2,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,10,0,2,2
"9459","Zm00035ab444390_T001",0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,3,0,0,1,6,0,3,3
"9460","Zm00001eb427630_T003",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,26,1,2,1
"9461","Zm00001eb429030_T001",2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,2,2
"9462","Zm00001eb430880_T004",2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,6,4,2,3,3,2,26,2,6,4
"9463","Zm00031ab448720_T001",0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,2
"9464","Zm00001eb431150_T001",1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2
"9465","Zm00030ab437230_T001",2,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,2,1,1,1,1,2,1,1,1,26,1,2,1
"9466","Zm00040ab000270_T001",1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,26,1,2,1
"9467","Zm00020ab006760_T001",1,1,1,1,2,0,1,0,2,0,1,1,0,0,2,0,0,0,1,0,1,2,1,2,0,0,15,0,2,2
"9468","Zm00001eb012530_T001",1,3,3,2,2,2,2,2,3,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,2,2,26,1,3,2
"9469","Zm00032ab015870_T001",0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,5,0,3,3
"9470","Zm00032ab015880_T001",0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2
"9471","Zm00039ab016820_T001",0,1,1,0,1,1,2,1,2,0,0,2,2,1,0,1,1,1,1,1,1,1,0,0,1,0,18,0,2,2
"9472","Zm00001eb020050_T001",1,2,2,3,2,2,1,1,2,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,2,1,26,1,3,2
"9473","Zm00038ab024300_T001",0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2
"9474","Zm00035ab030240_T001",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,2,0,0,6,0,2,2
"9475","Zm00033ab037730_T001",0,0,0,2,1,0,0,0,0,0,1,1,1,2,1,0,1,0,1,0,2,0,2,0,0,0,11,0,2,2
"9476","Zm00035ab039670_T001",0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2,2
"9477","Zm00039ab039070_T001",0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,2
"9478","Zm00042ab039920_T001",1,2,1,1,0,1,1,1,2,3,1,1,1,1,0,1,1,2,0,1,1,1,1,1,1,0,22,0,3,3
"9479","Zm00042ab045290_T001",0,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,4,5,2,1,0,1,1,24,0,5,5
"9480","Zm00031ab050560_T001",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,2
"9481","Zm00039ab049950_T001",0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
"9482","Zm00001eb055500_T001",1,2,0,0,2,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,2,0,0,0,9,0,2,2
"9483","Zm00034ab061090_T001",0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
"9484","Zm00042ab059980_T001",3,2,3,2,3,4,3,3,3,2,3,2,1,2,2,1,2,2,4,3,2,3,2,3,2,4,26,1,4,3
"9485","Zm00001eb061400_T001",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,26,1,2,1
"9486","Zm00001eb061730_T001",7,10,8,3,9,9,8,9,9,8,2,7,8,8,8,9,10,5,6,9,3,9,11,6,14,8,26,2,14,12
"9487","Zm00001eb063900_T001",1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"9488","Zm00001eb064710_T006",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,26,1,2,1
"9489","Zm00001eb067520_T001",3,5,5,3,3,3,2,4,2,3,3,4,2,3,5,3,3,4,3,2,3,2,2,2,2,3,26,2,5,3
"9490","Zm00035ab073150_T001",0,0,0,0,1,0,1,0,1,1,1,2,2,0,0,0,0,1,0,0,1,0,0,0,0,2,10,0,2,2
"9491","Zm00038ab078230_T001",0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,2,2
"9492","Zm00001eb076590_T001",1,1,2,7,1,6,7,2,1,1,1,4,1,1,1,1,1,5,9,1,3,1,1,5,1,1,26,1,9,8
"9493","Zm00033ab088480_T001",0,0,0,2,0,2,2,0,1,0,0,1,0,0,0,0,0,1,2,1,0,1,1,1,0,2,12,0,2,2
"9494","Zm00001eb084470_T001",1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2
"9495","Zm00001eb086150_T001",1,2,1,0,2,2,1,1,1,2,2,1,2,2,1,3,1,2,3,1,2,3,2,2,1,2,25,0,3,3
"9496","Zm00038ab089570_T001",0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,2
"9497","Zm00038ab089940_T004",0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,2
"9498","Zm00038ab089970_T001",0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,2,2
"9499","Zm00038ab090100_T001",0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4
"9500","Zm00038ab090310_T001",0,0,0,0,0,4,0,0,0,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,4,4
"9501","Zm00038ab090600_T001",0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,2,2
"9502","Zm00038ab090790_T002",0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,2
"9503","Zm00038ab090870_T001",0,0,0,0,0,2,0,0,0,0,0,2,3,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4
"9504","Zm00038ab090900_T001",0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,2
